195,980.0,0.0,27.96,43.97,0.32136,0.0,100.0,0.0899878261313134
195,990.0,10.0,28.39,42.81,0.62412,1.0185042608540402,90.0,0.0899878261313134
195,1000.0,20.0,28.71,42.84,0.91386,1.309505478240909,80.0,0.0899878261313134
195,1010.0,30.0,29.01,45.28,1.18212,1.4550060869343433,70.0,0.0899878261313134
195,1020.0,40.0,28.4,44.68,1.43376,1.4550060869343433,60.0,0.0899878261313134
195,1030.0,50.0,28.42,43.21,1.67142,1.4550060869343433,50.0,0.0899878261313134
195,1040.0,60.0,28.07,43.04,1.8905999999999998,1.4550060869343433,40.0,0.0899878261313134
195,1050.0,70.0,28.46,43.56,2.09382,1.4550060869343433,30.0,0.0899878261313134
195,1060.0,80.0,28.19,43.83,2.28576,1.4550060869343433,20.0,0.0899878261313134
195,1070.0,90.0,28.92,42.89,2.46366,1.4550060869343433,10.0,0.0899878261313134
195,1080.0,100.0,28.99,43.45,2.62428,1.4550060869343433,0.0,0.0899878261313134
