203,920.0,0.0,29.73,46.65,0.36978,0.0,110.0,0.41318366389868366
203,930.0,10.0,29.31,46.52,0.63324,0.49461428236453925,100.0,0.41318366389868366
203,940.0,20.0,30.17,46.05,0.90024,0.6359326487544077,90.0,0.41318366389868366
203,950.0,30.0,29.54,46.07,1.12596,0.7065918319493418,80.0,0.41318366389868366
203,960.0,40.0,28.98,46.57,1.3449,0.7065918319493418,70.0,0.41318366389868366
203,970.0,50.0,28.71,46.88,1.50576,0.7065918319493418,60.0,0.41318366389868366
203,980.0,60.0,28.33,47.09,1.6452,0.7065918319493418,50.0,0.41318366389868366
203,990.0,70.0,28.4,49.79,1.78512,0.7065918319493418,40.0,0.41318366389868366
203,1000.0,80.0,28.21,51.64,1.92018,0.7065918319493418,30.0,0.41318366389868366
203,1010.0,90.0,27.93,50.92,2.04258,0.7065918319493418,20.0,0.41318366389868366
203,1020.0,100.0,27.93,51.71,2.19918,0.7065918319493418,10.0,0.41318366389868366
203,1030.0,110.0,28.48,51.08,2.37264,0.7065918319493418,0.0,0.41318366389868366
