247,910.0,0.0,28.26,55.79,0.31668,0,90.0,-0.6177959027515594
247,920.0,10.0,27.6,58.24,0.6432,0,80.0,-0.6177959027515594
247,930.0,20.0,28.17,58.35,0.97368,0,70.0,-0.6177959027515594
247,940.0,30.0,28.14,57.86,1.21122,0,60.0,-0.6177959027515594
247,950.0,40.0,26.94,61.46,1.31496,0,50.0,-0.6177959027515594
247,960.0,50.0,26.21,62.25,1.4588999999999999,0,40.0,-0.6177959027515594
247,970.0,60.0,27.35,61.44,1.71708,0,30.0,-0.6177959027515594
247,980.0,70.0,28.01,56.88,1.9459199999999999,0,20.0,-0.6177959027515594
247,990.0,80.0,27.93,56.41,2.15652,0,10.0,-0.6177959027515594
247,1000.0,90.0,28.19,55.0,2.35356,0,0.0,-0.6177959027515594
