epoch,step,min,max,mean,std
1,10000,-4.9637055781204253e-05,0.0005865382263436913,6.279593799263239e-05,0.00011341204663040116
2,20000,-0.0001280268479604274,0.0002733088913373649,1.1059439202654175e-05,4.154249108978547e-05
3,30000,-3.2430638384539634e-05,0.00012101508764317259,6.139448487374466e-06,1.9900342522305436e-05
4,40000,-0.000356656702933833,0.00031315992237068713,-1.1244560482737143e-06,5.605056867352687e-05
5,50000,-0.00017208784993272275,5.1939838158432394e-05,-3.2366306186304428e-06,1.7649752408033237e-05
6,60000,-0.00010899879998760298,0.00012474712275434285,2.5339991225337144e-06,1.4219616787158884e-05
7,70000,-8.976698154583573e-05,0.0002265905641252175,2.1006337647122564e-06,1.9770282960962504e-05
8,80000,-2.330465940758586e-05,0.0001533214090159163,5.973909082968021e-07,9.465652510698419e-06
9,90000,-0.0001669879857217893,2.6004212486441247e-05,-6.468810056503571e-07,8.496776899846736e-06
10,100000,-0.0003059953742194921,8.635189442429692e-05,-7.796486443112371e-07,1.53553846757859e-05
