1,1000,5.167963027954102
2,2000,7.946568489074707
3,3000,9.982794761657715
4,4000,12.788951873779297
5,5000,17.215171813964844
6,6000,21.363977432250977
7,7000,24.019800186157227
8,8000,26.142179489135742
9,9000,27.952617645263672
10,10000,29.166664123535156
11,11000,30.883825302124023
12,12000,33.38161849975586
13,13000,35.94535446166992
14,14000,39.344573974609375
15,15000,42.9488525390625
16,16000,47.13454055786133
17,17000,51.72809982299805
18,18000,58.0784797668457
19,19000,64.79765319824219
20,20000,72.66217041015625
