epoch,step,min,max,mean,std
1,1000,-0.0045866332948207855,0.055139459669589996,0.006968136411160231,0.01282229833304882
2,2000,-0.042610958218574524,0.005791818257421255,-0.0042604985646903515,0.009150332771241665
3,3000,-0.05057854950428009,0.03547220304608345,-0.0030931122601032257,0.014588302001357079
4,4000,-0.19327940046787262,0.0010164350969716907,-0.024744190275669098,0.03618299216032028
5,5000,-0.020462725311517715,0.13713617622852325,0.009381993673741817,0.018700936809182167
6,6000,-0.027016401290893555,0.07729803770780563,-0.0006509925588034093,0.01270136795938015
7,7000,-0.08983802795410156,0.0028441715985536575,-0.009268492460250854,0.013783847913146019
8,8000,-0.006697728298604488,0.051722001284360886,0.005623660981655121,0.010258624330163002
9,9000,-0.1245453879237175,0.041186973452568054,-0.0005091979401186109,0.019510162994265556
10,10000,-0.02595241740345955,0.046872712671756744,0.0036617484875023365,0.011515403166413307
11,11000,-0.03339212015271187,0.05839288607239723,0.0053693149238824844,0.013787343166768551
12,12000,-0.12565036118030548,0.026761716231703758,-0.007184900343418121,0.017528045922517776
13,13000,-0.07605861127376556,0.0064725433476269245,-0.006283111870288849,0.011435283347964287
14,14000,-0.183486670255661,0.12058417499065399,-0.009115461260080338,0.039497196674346924
15,15000,-0.009200488217175007,0.40764570236206055,0.024513687938451767,0.05416879057884216
16,16000,-2.2178680896759033,0.013456718064844608,-0.1291394680738449,0.31014642119407654
17,17000,-0.02368999272584915,0.08644108474254608,0.005148494150489569,0.013282503001391888
18,18000,-0.30632153153419495,0.047073040157556534,-0.011957770213484764,0.04873105138540268
19,19000,-0.008918278850615025,0.12470375746488571,0.01576504297554493,0.021235443651676178
20,20000,-0.06550668925046921,0.09790122509002686,0.0021237744949758053,0.01916702650487423
21,21000,-0.013287787325680256,0.12004970014095306,0.015388475731015205,0.024142611771821976
22,22000,-0.5677204132080078,0.22392487525939941,-0.016125718131661415,0.08130809664726257
23,23000,-0.4077805280685425,0.28756704926490784,-0.01625562086701393,0.09093766659498215
24,24000,-0.009930523112416267,0.22004365921020508,0.021651703864336014,0.03346003219485283
25,25000,-0.08770778030157089,0.4754580855369568,0.026460539549589157,0.07415983080863953
26,26000,-1.1541136503219604,0.13113346695899963,-0.10499174892902374,0.26610612869262695
27,27000,-0.39053088426589966,0.13158398866653442,-0.03198041766881943,0.09886055439710617
28,28000,-0.022918255999684334,0.6764647960662842,0.0968291386961937,0.1369270235300064
29,29000,-0.010502607561647892,0.3947795629501343,0.04178204387426376,0.06635120511054993
30,30000,-0.4090840816497803,0.5683769583702087,0.026051200926303864,0.14351524412631989
31,31000,-0.05948732793331146,0.1836780309677124,0.018639642745256424,0.042092885822057724
32,32000,-1.0292555093765259,0.5133631229400635,-0.05555363744497299,0.27300670742988586
33,33000,-2.574211835861206,0.3568972945213318,-0.2597684860229492,0.6816239356994629
34,34000,-0.45806875824928284,0.8269318342208862,0.051336660981178284,0.22431668639183044
35,35000,-0.8828548789024353,0.6847361922264099,-0.013565897941589355,0.2605929672718048
36,36000,-0.07420802116394043,1.7556233406066895,0.18956981599330902,0.30546432733535767
37,37000,-1.159827470779419,1.8743319511413574,0.03717193007469177,0.32510772347450256
38,38000,-0.09702356159687042,1.5670628547668457,0.1726757287979126,0.28307485580444336
39,39000,-1.0070767402648926,1.0156948566436768,0.018791578710079193,0.30058905482292175
40,40000,-0.20025593042373657,3.204688787460327,0.3399960994720459,0.5687164664268494
41,41000,-1.155090093612671,3.292729616165161,0.23881420493125916,0.6671993136405945
42,42000,-5.276248931884766,3.1275134086608887,-0.03211769461631775,0.9961671829223633
43,43000,-0.18546895682811737,6.61297607421875,0.6730252504348755,1.2062690258026123
44,44000,-1.9810271263122559,3.9176995754241943,0.10736117511987686,0.7233566045761108
45,45000,-6.2624735832214355,1.1106977462768555,-0.4291013479232788,1.2577753067016602
46,46000,-0.7709298133850098,24.907251358032227,1.9349716901779175,4.5700225830078125
47,47000,-8.246149063110352,2.824023962020874,-0.4130181670188904,1.609997272491455
