1,1000,0.9413413234651089
2,2000,1.757732659459114
3,3000,2.601689115285873
4,4000,3.6268317309617997
5,5000,3.6758003768920897
6,6000,3.0151935819387434
7,7000,2.3874591563344003
8,8000,2.018070715367794
9,9000,1.9095999172329903
10,10000,1.8578924936652184
11,11000,2.0666667495369913
12,12000,2.2667668890357016
13,13000,2.4568384792804716
14,14000,2.5891414366960523
15,15000,2.800812477171421
16,16000,3.3383748532533644
17,17000,3.8486997417211533
18,18000,4.6552812465429305
19,19000,5.8048462427854535
20,20000,7.444509383916855
21,21000,9.034968826293944
22,22000,12.165522855997086
23,23000,16.15087854528427
24,24000,21.912490123271944
25,25000,29.408838671684265
26,26000,39.241865801811215
27,27000,49.824489977836606
28,28000,64.8193165512085
29,29000,84.27368996810912
30,30000,114.7020554008484
31,31000,169.46441137313843
32,32000,228.65263236236572
33,33000,318.4174633026123
34,34000,458.0612273025513
35,35000,652.2662936706542
36,36000,926.1804547119141
37,37000,1312.8039821777343
38,38000,2014.8276614379884
39,39000,3154.61004888916
40,40000,5159.831078735351
41,41000,8632.910018798828
42,42000,13395.200461181641
43,43000,21205.85176513672
44,44000,32945.48526367187
45,45000,52832.66516210938
46,46000,90094.511046875
47,47000,155438.01675
48,48000,298017.9693046875
49,49000,590503.976328125
50,50000,1217371.7858125
51,51000,2790094.846625
52,52000,7151041.9855
53,53000,18861182.0275
54,54000,49566025.096
55,55000,121154245.4
56,56000,279644663.872
57,57000,600826718.368
58,58000,1219133954.176
59,59000,2372259959.936
60,60000,4493551714.56
61,61000,8359337134.592
62,62000,14774329094.144
63,63000,25639599180.8
64,64000,42849507319.808
65,65000,69928105058.304
66,66000,112161225584.64
67,67000,172873618169.856
68,68000,262841693569.024
69,69000,391914378592.256
70,70000,568692168228.864
71,71000,810388630372.352
72,72000,1150013281337.344
73,73000,1594035348307.968
74,74000,2180999135887.36
75,75000,2974821329666.048
76,76000,3988929300135.936
77,77000,5264048275587.072
78,78000,6869950559158.272
79,79000,8913726230495.232
80,80000,11531406156496.896
81,81000,14781502498799.615
82,82000,18787052752470.016
83,83000,23738903091478.527
84,84000,29897939114524.67
85,85000,37188105748348.93
86,86000,45580995530850.305
87,87000,55866149044224.0
88,88000,68298417549344.766
89,89000,82457217579614.2
90,90000,98597555897630.72
91,91000,119296953371590.66
92,92000,142401930772086.78
93,93000,169649298332450.8
94,94000,201075654559531.0
95,95000,234634868082868.22
96,96000,277779520512065.53
