1,1000,1.3224049726089755
2,2000,2.0375451306127825
3,3000,2.994320881318387
4,4000,3.8329800939678647
5,5000,3.2134030218669847
6,6000,3.213234125819487
7,7000,2.113220773793532
8,8000,3.098727065511807
9,9000,3.5506499580423516
10,10000,3.699563654324494
11,11000,4.449818342735961
12,12000,4.089309513283947
13,13000,4.306528072478968
14,14000,4.5593791571556075
15,15000,5.417402711030616
16,16000,6.325439129757979
17,17000,8.709134442929207
18,18000,11.579992953901026
19,19000,15.711963834097329
20,20000,18.8745400235234
21,21000,25.557035968039823
22,22000,39.25864142554114
23,23000,52.17360211976828
24,24000,77.59961438284466
25,25000,99.25010421120137
26,26000,124.11881914919752
27,27000,168.120747917994
28,28000,217.74901363145432
29,29000,290.3180369862383
30,30000,388.4643126724531
31,31000,600.2537922214766
32,32000,789.8713051593246
33,33000,1053.172972459267
34,34000,1474.5169420361462
35,35000,2153.468427758091
36,36000,3146.250463025731
37,37000,4443.4190929709575
38,38000,6781.392515072926
39,39000,10187.928066269633
40,40000,16282.805344249173
41,41000,24769.277785025704
42,42000,35945.046855413115
43,43000,55514.92655713645
44,44000,75114.41681291458
45,45000,109856.92018844483
46,46000,171594.2690884224
47,47000,271908.2001778976
48,48000,485805.61772430554
49,49000,900248.3085521308
50,50000,1881701.4904965146
51,51000,4202604.206034381
52,52000,9983457.43448724
53,53000,24720087.250265833
54,54000,55282571.655718334
55,55000,117430591.18655482
56,56000,230462484.90908554
57,57000,451200899.1176749
58,58000,866918920.0081521
59,59000,1573882129.5415363
60,60000,2850044933.620038
61,61000,5049041057.144111
62,62000,8519478867.737535
63,63000,14398406470.531427
64,64000,22996364541.746693
65,65000,36328159689.500946
66,66000,56488851673.773155
67,67000,85256331117.87901
68,68000,128425329073.77316
69,69000,188990754282.58224
70,70000,267003455991.1985
71,71000,377267617620.2798
72,72000,526819437455.9792
73,73000,726433508775.396
74,74000,990228747530.4801
75,75000,1323571075381.628
76,76000,1752970930651.4556
77,77000,2296585937296.727
78,78000,2986198757208.8706
79,79000,3828709304823.0747
80,80000,4926811617060.821
81,81000,6302734924492.416
82,82000,7950243040194.345
83,83000,9983096314690.06
84,84000,12381273390749.383
85,85000,15302619815050.197
86,86000,18776415129006.215
87,87000,22901677708503.832
88,88000,27666719130561.426
89,89000,33299016808500.78
90,90000,39938834551927.73
91,91000,47872890896358.414
92,92000,56911959288230.95
93,93000,67731624758761.984
94,94000,79633149838537.1
95,95000,93577448114680.03
96,96000,109172848458827.28
97,97000,127405678849125.1
98,98000,147547013544972.47
99,99000,171724481335527.44
100,100000,198265181361017.94
101,101000,227191852943638.1
102,102000,262138571443929.03
103,103000,301081504147506.8
104,104000,344176352947656.1
105,105000,392575105785279.2
106,106000,444627173098363.6
107,107000,503281620079101.4
108,108000,567554754351938.8
109,109000,636888840980103.8
110,110000,716820267366205.0
111,111000,803690812293812.0
112,112000,897074209653420.2
113,113000,1002852511442469.8
114,114000,1119880727012338.0
115,115000,1246578578271997.8
116,116000,1387922182662057.0
117,117000,1541156314228766.2
118,118000,1708452591771040.2
119,119000,1887633552577416.2
120,120000,2091979264960077.5
121,121000,2301675022261866.5
122,122000,2532588745956107.0
123,123000,2781886295509075.0
124,124000,3054265714014515.0
125,125000,3341134498675699.5
126,126000,3654079705226302.0
127,127000,4005252296641679.0
128,128000,4374103625440239.5
129,129000,4749020611010371.0
130,130000,5179620264185434.0
131,131000,5643930887413107.0
132,132000,6134444502722321.0
133,133000,6663932173217669.0
134,134000,7236689777415472.0
135,135000,7848186032850585.0
136,136000,8485629961028149.0
137,137000,9206531353954454.0
138,138000,9952838980677362.0
139,139000,1.0752726861222042e+16
140,140000,1.160523561999969e+16
141,141000,1.2495302398607998e+16
142,142000,1.3459629861983022e+16
143,143000,1.4500169269566002e+16
144,144000,1.556459331150543e+16
145,145000,1.6698171584503176e+16
146,146000,1.7989320958551348e+16
147,147000,1.9264072916527476e+16
148,148000,2.0638065656850892e+16
149,149000,2.2144252186172096e+16
150,150000,2.3688480894351644e+16
151,151000,2.5329196578855736e+16
152,152000,2.7052953256062892e+16
153,153000,2.8895973097301104e+16
154,154000,3.0744340510151812e+16
155,155000,3.268132250805036e+16
156,156000,3.483096072752386e+16
157,157000,3.715776375161117e+16
158,158000,3.9445037534209656e+16
159,159000,4.203696933676727e+16
160,160000,4.456745082082209e+16
161,161000,4.736349466000678e+16
162,162000,5.0286271622563064e+16
163,163000,5.336738132732108e+16
164,164000,5.656529160354576e+16
165,165000,6.008576659665655e+16
166,166000,6.352171349128274e+16
167,167000,6.730254342954293e+16
168,168000,7.1225695538746264e+16
169,169000,7.537478750895362e+16
170,170000,7.967917808883867e+16
171,171000,8.411931511861275e+16
172,172000,8.893366186245035e+16
173,173000,9.378668441946128e+16
174,174000,9.902449302582354e+16
175,175000,1.0430955521889822e+17
176,176000,1.0978598350731912e+17
177,177000,1.1583153540206178e+17
178,178000,1.2169789199338286e+17
179,179000,1.2836007346823246e+17
180,180000,1.35181514193879e+17
181,181000,1.4209299688843288e+17
182,182000,1.4944887501033117e+17
183,183000,1.5692321456196832e+17
184,184000,1.6486070584426694e+17
185,185000,1.7322962008521853e+17
186,186000,1.8219494093694896e+17
187,187000,1.9120292361219405e+17
188,188000,2.0048919304834307e+17
189,189000,2.1037112411310157e+17
190,190000,2.203906869897526e+17
191,191000,2.3151889147860387e+17
192,192000,2.4213971172450922e+17
193,193000,2.537861688322972e+17
194,194000,2.6595292812164173e+17
195,195000,2.7747277643133357e+17
196,196000,2.904060663734115e+17
197,197000,3.037865077558537e+17
198,198000,3.174678095869782e+17
199,199000,3.315702012938643e+17
200,200000,3.4656165988171936e+17
201,201000,3.6189518632615386e+17
202,202000,3.781083009213679e+17
203,203000,3.944780703218613e+17
204,204000,4.11337969586499e+17
205,205000,4.297146070197469e+17
206,206000,4.470685645660862e+17
207,207000,4.671171939726787e+17
208,208000,4.8648383471617024e+17
209,209000,5.083811322150966e+17
210,210000,5.2837787109704864e+17
211,211000,5.5098457608003136e+17
212,212000,5.727807204896527e+17
213,213000,5.963222978303584e+17
214,214000,6.204138907414378e+17
215,215000,6.450352157488893e+17
216,216000,6.718732656105851e+17
217,217000,6.996827499824603e+17
218,218000,7.278105619307523e+17
