"TOA5","303_IFF","CR300","7433","CR300.Std.06.00","CPU:Spargel_IFF_V1_05.CR300","690","LTZ"
"TIMESTAMP","RECORD","AirTC_Avg","RH_Avg","Rain_mm_Tot","SlrW_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","TB0cm_Avg","TB20cm_Avg","VWC20cm_Avg"
"2022-01-01 05:30:00",61800,5.875,100,0,0.007,0.761,185.4,15.04,"NAN",7.783,0.156
"2022-01-01 05:40:00",61801,5.282,100,0,0.004,1.16,195.5,5.111,"NAN",7.779,0.156
"2022-01-01 05:50:00",61802,4.9,100,0,0.006,0.58,217.8,27.33,"NAN",7.774,0.156
"2022-01-01 06:00:00",61803,4.739,100,0,0.005,1.356,223.7,6.482,"NAN",7.772,0.156
"2022-01-01 06:10:00",61804,5.154,100,0,0.008,1.062,226.7,6.554,"NAN",7.766,0.156
"2022-01-01 06:20:00",61805,4.566,100,0,0.006,0.3,228.5,51.53,"NAN",7.763,0.156
"2022-01-01 06:30:00",61806,4.357,100,0,0.005,0.266,176.7,52.44,"NAN",7.755,0.156
"2022-01-01 06:40:00",61807,5.038,100,0.1,0.006,0.675,63.57,13.62,"NAN",7.755,0.156
"2022-01-01 06:50:00",61808,5.805,100,0,0.008,1.246,83.6,12.23,"NAN",7.744,0.156
"2022-01-01 07:00:00",61809,5.966,100,0,0.007,1.369,112.1,10.36,"NAN",7.738,0.156
"2022-01-01 07:10:00",61810,5.495,100,0,0.006,0.907,185.6,46.39,"NAN",7.729,0.156
"2022-01-01 07:20:00",61811,5.292,100,0,0.007,1.03,269.6,17.14,"NAN",7.725,0.156
"2022-01-01 07:30:00",61812,5.304,100,0,0.007,0.688,257.8,48.44,"NAN",7.722,0.156
"2022-01-01 07:40:00",61813,5.626,100,0,0.008,0.542,357,40.54,"NAN",7.713,0.156
"2022-01-01 07:50:00",61814,6.079,100,0,0.045,0.359,256,40.07,"NAN",7.705,0.156
"2022-01-01 08:00:00",61815,5.979,100,0,0.199,0.306,167.3,71.57,"NAN",7.695,0.156
"2022-01-01 08:10:00",61816,5.99,100,0,0.564,0.915,143.8,8.56,"NAN",7.686,0.156
"2022-01-01 08:20:00",61817,5.98,100,0,2.17,0.508,214.7,33.35,"NAN",7.679,0.156
"2022-01-01 08:30:00",61818,5.959,100,0,4.739,0.642,197.3,26.9,"NAN",7.669,0.156
"2022-01-01 08:40:00",61819,6.012,100,0,9.38,0.571,166,29.15,"NAN",7.662,0.156
"2022-01-01 08:50:00",61820,6.114,100,0,22.09,0.312,21.18,40.35,"NAN",7.653,0.156
"2022-01-01 09:00:00",61821,6.466,100,0,46.06,0.219,94.2,68.1,"NAN",7.641,0.156
"2022-01-01 09:10:00",61822,6.783,100,0,47.68,0.882,314.3,10.96,"NAN",7.631,0.156
"2022-01-01 09:20:00",61823,7.028,99.8,0,52.25,0.524,2.216,28.69,"NAN",7.622,0.156
"2022-01-01 09:30:00",61824,7.09,99.2,0,62.08,0.611,21.23,16.4,"NAN",7.611,0.156
"2022-01-01 09:40:00",61825,7.866,97.2,0,157,0.645,45.36,19.44,"NAN",7.605,0.155
"2022-01-01 09:50:00",61826,9.1,91.7,0,158.9,0.588,69.79,14.21,"NAN",7.596,0.155
"2022-01-01 10:00:00",61827,9.65,88.2,0,170.2,0.423,100.9,21.63,"NAN",7.589,0.155
"2022-01-01 10:10:00",61828,10.83,83.6,0,183.5,0.279,121.7,78.71,"NAN",7.584,0.155
"2022-01-01 10:20:00",61829,10.49,84.5,0,195.2,0.68,138.1,24,"NAN",7.575,0.155
"2022-01-01 10:30:00",61830,9.44,88.8,0,207.1,1.245,103.1,11.49,"NAN",7.564,0.155
"2022-01-01 10:40:00",61831,9.45,89.8,0,217.1,1.05,113.9,16.45,"NAN",7.562,0.155
"2022-01-01 10:50:00",61832,9.92,87.8,0,223.9,0.714,106,19.07,"NAN",7.553,0.155
"2022-01-01 11:00:00",61833,10.45,85.9,0,234.2,0.481,127.2,43.85,"NAN",7.552,0.155
"2022-01-01 11:10:00",61834,11.21,84,0,252.6,0.655,147.9,42.75,-42.4,7.54,0.155
"2022-01-01 11:20:00",61835,10.9,85.4,0,270.5,0.814,141.4,17.15,-25.63,7.535,0.155
"2022-01-01 11:30:00",61836,11.01,85.1,0,277.3,0.93,215.8,40.17,-18.4,7.533,0.155
"2022-01-01 11:40:00",61837,10.61,86.5,0,284.5,1.675,223.4,13.92,-17.43,7.531,0.155
"2022-01-01 11:50:00",61838,10.86,86.4,0,287.2,1.279,216.9,14.11,-21.09,7.519,0.155
"2022-01-01 12:00:00",61839,11.37,83.9,0,274,0.9,212.9,16.54,"NAN",7.519,0.155
"2022-01-01 12:10:00",61840,11.43,84.1,0,272.5,1.367,217.8,12.59,"NAN",7.517,0.155
"2022-01-01 12:20:00",61841,11.75,84.1,0,266.9,1.6,222.8,9.98,"NAN",7.51,0.155
"2022-01-01 12:30:00",61842,12.06,82.8,0,274.8,1.866,214.2,12.39,"NAN",7.515,0.155
"2022-01-01 12:40:00",61843,12.33,82.4,0,299.2,1.977,214.3,10.57,"NAN",7.51,0.155
"2022-01-01 12:50:00",61844,12.52,81.7,0,238.7,1.692,215.4,11.55,"NAN",7.506,0.155
"2022-01-01 13:00:00",61845,12.49,82.5,0,219,1.843,228.6,10.86,"NAN",7.508,0.155
"2022-01-01 13:10:00",61846,12.52,81.8,0,202,1.356,239.3,11.98,"NAN",7.509,0.155
"2022-01-01 13:20:00",61847,12.73,82.2,0,238.1,1.639,241.5,11.43,"NAN",7.511,0.155
"2022-01-01 13:30:00",61848,12.84,81,0,220.9,0.952,281.7,37.74,"NAN",7.514,0.155
"2022-01-01 13:40:00",61849,13.18,79.38,0,245.8,0.645,263,22.51,"NAN",7.516,0.155
"2022-01-01 13:50:00",61850,13.5,79.12,0,196.1,0.645,268.9,34.84,"NAN",7.515,0.155
"2022-01-01 14:00:00",61851,13.32,78.8,0,212.4,1.162,242.3,14.72,"NAN",7.527,0.155
"2022-01-01 14:10:00",61852,13.26,79.16,0,183.4,1.199,249.3,11.86,"NAN",7.528,0.155
"2022-01-01 14:20:00",61853,13.3,78.38,0,183.4,1.068,252.5,20.6,"NAN",7.532,0.155
"2022-01-01 14:30:00",61854,13.55,76.19,0,167.3,0.506,248.8,71.06,"NAN",7.538,0.155
"2022-01-01 14:40:00",61855,13.5,76.25,0,177,0.757,342.7,19.05,"NAN",7.549,0.155
"2022-01-01 14:50:00",61856,13.31,77.05,0,166.4,0.741,337.5,23.68,"NAN",7.553,0.155
"2022-01-01 15:00:00",61857,13.88,75.59,0,187,0.325,18.25,51.84,"NAN",7.564,0.155
"2022-01-01 15:10:00",61858,13.92,74.57,0,152.3,0.679,335,24.66,"NAN",7.567,0.154
"2022-01-01 15:20:00",61859,13.56,77.11,0,141.2,0.876,15.02,22.11,"NAN",7.583,0.154
"2022-01-01 15:30:00",61860,13.64,76.86,0,125.9,0.955,28.09,11.69,"NAN",7.587,0.154
"2022-01-01 15:40:00",61861,13.64,77.27,0,113.8,0.801,41.93,12.53,"NAN",7.594,0.154
"2022-01-01 15:50:00",61862,13.54,77.35,0,88.7,0.662,348.4,19.72,"NAN",7.609,0.154
"2022-01-01 16:00:00",61863,13.5,79.13,0,74.44,0.372,323.5,24.53,"NAN",7.617,0.154
"2022-01-01 16:10:00",61864,13.23,78.79,0,56.85,0.274,338.9,23.2,"NAN",7.622,0.154
"2022-01-01 16:20:00",61865,12.74,81.7,0,44.22,0.615,296.7,10.28,"NAN",7.63,0.154
"2022-01-01 16:30:00",61866,11.99,84.6,0,20.04,0.738,300,3.509,"NAN",7.64,0.154
"2022-01-01 16:40:00",61867,11.06,88.4,0,8.03,0.461,324,23.26,"NAN",7.647,0.154
"2022-01-01 16:50:00",61868,10.46,91.1,0,3.544,0.734,335.7,11.91,"NAN",7.659,0.154
"2022-01-01 17:00:00",61869,10.06,91.9,0,2.008,0.578,220,56.69,"NAN",7.666,0.154
"2022-01-01 17:10:00",61870,9.1,94,0,0.41,0.217,317.5,52.85,"NAN",7.672,0.154
"2022-01-01 17:20:00",61871,8.63,96.2,0,0.072,0.354,1.187,68.41,"NAN",7.681,0.154
"2022-01-01 17:30:00",61872,8.39,97.5,0,0.013,0.68,156.6,16.11,"NAN",7.683,0.154
"2022-01-01 17:40:00",61873,8.11,97.9,0,0.005,0.586,141.3,15.57,"NAN",7.693,0.154
"2022-01-01 17:50:00",61874,7.862,98.8,0,0.005,0.715,170,19.98,"NAN",7.696,0.154
"2022-01-01 18:00:00",61875,7.652,99.1,0,0.006,0.372,176.1,27.54,"NAN",7.708,0.154
"2022-01-01 18:10:00",61876,7.426,99.4,0,0.003,0.403,197.4,33.71,"NAN",7.71,0.154
"2022-01-01 18:20:00",61877,7.083,99.6,0,0.005,0.424,181.2,35.6,-25.06,7.713,0.154
"2022-01-01 18:30:00",61878,6.657,99.7,0,0.004,0.501,238.6,15.37,-10.16,7.72,0.154
"2022-01-01 18:40:00",61879,6.408,99.9,0,0.006,0.474,161,27.38,2.917,7.718,0.154
"2022-01-01 18:50:00",61880,6.353,100,0,0.004,0.781,132.8,8.47,11.89,7.726,0.154
"2022-01-01 19:00:00",61881,6.35,100,0,0.004,0.737,102.9,17.55,15.8,7.724,0.154
"2022-01-01 19:10:00",61882,6.348,100,0,0.004,0.521,118.6,41.83,23.87,7.722,0.154
"2022-01-01 19:20:00",61883,6.054,100,0,0.008,0.817,168.3,19.85,31.7,7.726,0.154
"2022-01-01 19:30:00",61884,6.088,100,0,0.005,0.873,133.2,27.79,29.53,7.723,0.154
"2022-01-01 19:40:00",61885,5.635,100,0,0.006,0.764,264.3,37.06,26.04,7.723,0.154
"2022-01-01 19:50:00",61886,4.909,100,0,0.004,0.296,229.7,83.4,34.27,7.721,0.154
"2022-01-01 20:00:00",61887,5.292,100,0,0.007,0.622,88.4,13.79,68.11,7.719,0.154
"2022-01-01 20:10:00",61888,5.786,100,0,0.006,0.87,76.41,4.679,"NAN",7.717,0.154
"2022-01-01 20:20:00",61889,5.684,100,0,0.004,0.803,314.9,34.73,"NAN",7.712,0.154
"2022-01-01 20:30:00",61890,4.688,100,0,0.007,0.331,236.8,71.06,"NAN",7.709,0.153
"2022-01-01 20:40:00",61891,4.449,100,0,0.007,0.533,248.2,14.02,"NAN",7.704,0.153
"2022-01-01 20:50:00",61892,4.342,100,0,0.005,0.576,215,53.63,"NAN",7.696,0.153
"2022-01-01 21:00:00",61893,3.816,100,0,0.003,0.676,128,22.71,"NAN",7.695,0.153
"2022-01-01 21:10:00",61894,4.922,100,0,0.005,1.268,110.8,13.56,"NAN",7.685,0.153
"2022-01-01 21:20:00",61895,4.94,100,0,0.005,0.456,167.4,16.93,"NAN",7.681,0.153
"2022-01-01 21:30:00",61896,4.28,100,0,0.004,0.469,162.8,29.62,"NAN",7.676,0.153
"2022-01-01 21:40:00",61897,4.287,100,0,0.003,0.694,259.7,19.98,"NAN",7.668,0.153
"2022-01-01 21:50:00",61898,3.821,100,0,0.005,0.381,257.1,12.35,"NAN",7.662,0.153
"2022-01-01 22:00:00",61899,3.272,100,0,0.006,0.223,209,37.27,"NAN",7.653,0.153
"2022-01-01 22:10:00",61900,3.433,100,0,0.004,0.677,166.1,25.65,"NAN",7.638,0.153
"2022-01-01 22:20:00",61901,3.715,100,0,0.004,1.047,130.9,4.826,"NAN",7.637,0.153
"2022-01-01 22:30:00",61902,4.747,100,0,0.005,1.43,135.5,8.28,"NAN",7.627,0.153
"2022-01-01 22:40:00",61903,4.106,100,0,0.005,0.577,179.1,24.46,"NAN",7.617,0.153
"2022-01-01 22:50:00",61904,4.063,100,0,0.005,0.771,144,16.67,"NAN",7.607,0.153
"2022-01-01 23:00:00",61905,4.237,100,0,0.005,0.851,150.1,14.05,"NAN",7.595,0.153
"2022-01-01 23:10:00",61906,4.279,100,0,0.003,0.635,314.1,53.57,"NAN",7.588,0.153
"2022-01-01 23:20:00",61907,4.156,100,0,0.003,0.297,264.5,31.76,"NAN",7.579,0.153
"2022-01-01 23:30:00",61908,3.649,100,0,0.004,0.362,175.7,25.55,"NAN",7.567,0.153
"2022-01-01 23:40:00",61909,3.796,100,0,0.005,0.333,232.2,39.33,"NAN",7.563,0.153
"2022-01-01 23:50:00",61910,3.451,100,0,0.002,"NAN",0,0,"NAN","NAN","NAN"
"2022-01-02 00:00:00",61911,3.333,100,0,0.004,0.433,227.8,22.06,"NAN",7.537,0.153
"2022-01-02 00:10:00",61912,3.255,100,0,0.005,0.524,174.5,29.34,"NAN",7.521,0.153
"2022-01-02 00:20:00",61913,2.901,100,0,0.004,0.778,140.2,8.23,"NAN",7.516,0.153
"2022-01-02 00:30:00",61914,3.352,100,0,0.004,1.059,131,5.333,"NAN",7.506,0.153
"2022-01-02 00:40:00",61915,4.362,100,0,0.004,0.934,120,10.71,"NAN",7.494,0.153
"2022-01-02 00:50:00",61916,4.621,100,0,0.002,1.069,166.2,43.89,"NAN",7.485,0.153
"2022-01-02 01:00:00",61917,4.183,100,0,0.004,0.848,316.8,7.892,43.6,7.472,0.153
"2022-01-02 01:10:00",61918,3.448,100,0,0.003,0.286,215.1,36.92,31.48,7.46,0.153
"2022-01-02 01:20:00",61919,3.326,100,0,0.004,0.841,231.4,30.08,41.97,7.449,0.153
"2022-01-02 01:30:00",61920,3.356,100,0,0.006,0.675,249.8,12.66,67.27,7.435,0.153
"2022-01-02 01:40:00",61921,3.183,100,0,0.004,0.317,201,74,"NAN",7.427,0.153
"2022-01-02 01:50:00",61922,3.404,100,0,0.004,0.524,201.3,36.59,"NAN",7.416,0.152
"2022-01-02 02:00:00",61923,3.093,100,0,0.003,0.652,142.9,15.08,"NAN",7.405,0.152
"2022-01-02 02:10:00",61924,2.81,100,0,0.003,0.562,155.5,17.69,"NAN",7.394,0.152
"2022-01-02 02:20:00",61925,2.583,100,0,0.003,0.713,294.5,31.16,"NAN",7.382,0.152
"2022-01-02 02:30:00",61926,2.388,100,0,0.004,0.625,358.8,47.56,"NAN",7.368,0.152
"2022-01-02 02:40:00",61927,2.562,100,0,0.004,0.496,318.7,56.52,"NAN",7.357,0.152
"2022-01-02 02:50:00",61928,2.146,100,0,0.005,0.532,161.3,20.09,"NAN",7.35,0.152
"2022-01-02 03:00:00",61929,2.017,100,0,0.005,0.931,132.3,7.537,"NAN",7.336,0.152
"2022-01-02 03:10:00",61930,2.64,100,0,0.007,0.826,125,10.63,"NAN",7.325,0.152
"2022-01-02 03:20:00",61931,2.747,100,0,0.005,0.421,155.1,60.1,"NAN",7.312,0.152
"2022-01-02 03:30:00",61932,2.316,100,0,0.004,0.46,163.2,23.31,"NAN",7.299,0.152
"2022-01-02 03:40:00",61933,2.102,100,0,0.005,0.301,117.8,34.05,"NAN",7.289,0.152
"2022-01-02 03:50:00",61934,2.197,100,0,0.006,0.809,153.6,15.98,"NAN",7.278,0.152
"2022-01-02 04:00:00",61935,2.234,100,0,0.006,0.688,146,9.89,"NAN",7.271,0.152
"2022-01-02 04:10:00",61936,2.102,100,0,0.006,0.434,124.8,23.67,"NAN",7.257,0.152
"2022-01-02 04:20:00",61937,2.683,100,0,0.004,0.696,209.5,56.1,"NAN",7.244,0.152
"2022-01-02 04:30:00",61938,2.287,100,0,0.005,0.568,292.6,37.97,"NAN",7.238,0.152
"2022-01-02 04:40:00",61939,2.215,100,0,0.005,0.32,42.5,31.42,"NAN",7.221,0.152
"2022-01-02 04:50:00",61940,3.232,100,0,0.005,0.606,114,31.46,"NAN",7.207,0.152
"2022-01-02 05:00:00",61941,3.43,100,0,0.004,0.815,148.9,15.57,"NAN",7.204,0.152
"2022-01-02 05:10:00",61942,2.431,100,0,0.004,0.679,133.5,8.27,"NAN",7.186,0.152
"2022-01-02 05:20:00",61943,2.709,100,0,0.005,0.489,176.7,27.1,"NAN",7.178,0.152
"2022-01-02 05:30:00",61944,2.766,100,0,0.005,0.572,288.8,40.9,"NAN",7.166,0.152
"2022-01-02 05:40:00",61945,2.609,100,0,0.004,0.305,227,20.05,"NAN",7.15,0.152
"2022-01-02 05:50:00",61946,2.742,100,0,0.006,0.481,205,9.73,"NAN",7.14,0.152
"2022-01-02 06:00:00",61947,2.691,100,0,0.004,0.395,125.1,24.27,"NAN",7.128,0.152
"2022-01-02 06:10:00",61948,2.908,100,0,0.004,0.301,50.32,82.9,"NAN",7.119,0.152
"2022-01-02 06:20:00",61949,3.192,100,0,0.003,0.614,308.5,5.785,"NAN",7.109,0.152
"2022-01-02 06:30:00",61950,3.196,100,0,0.004,0.36,278.6,39.82,54.9,7.095,0.152
"2022-01-02 06:40:00",61951,2.964,100,0,0.004,0.293,159.9,22.15,49.31,7.091,0.152
"2022-01-02 06:50:00",61952,2.574,100,0,0.007,0.813,147.6,11.2,43.11,7.074,0.152
"2022-01-02 07:00:00",61953,2.759,100,0,0.005,0.642,149.1,25.58,37.46,7.066,0.152
"2022-01-02 07:10:00",61954,2.954,100,0,0.004,0.943,140.6,9.66,31.13,7.053,0.151
"2022-01-02 07:20:00",61955,2.94,100,0,0.004,0.757,180.7,16.48,25.48,7.039,0.151
"2022-01-02 07:30:00",61956,2.928,100,0,0.004,0.571,201.8,49.23,22.03,7.031,0.151
"2022-01-02 07:40:00",61957,3.144,100,0,0.011,0.343,72.62,77.91,18.78,7.015,0.151
"2022-01-02 07:50:00",61958,3.581,100,0,0.044,0.631,175.3,15.21,15.03,7.009,0.151
"2022-01-02 08:00:00",61959,3.268,100,0,0.208,0.741,261.2,15.57,14.94,6.998,0.151
"2022-01-02 08:10:00",61960,3.352,100,0,0.999,0.3,241.6,60.15,13.51,6.98,0.151
"2022-01-02 08:20:00",61961,3.144,100,0,3.57,0.193,243.1,25.12,14.45,6.977,0.151
"2022-01-02 08:30:00",61962,3.051,100,0,5.674,0.517,231.8,18.4,19.64,6.97,0.151
"2022-01-02 08:40:00",61963,3.247,100,0,8.32,0.92,214.1,18,23.74,6.957,0.151
"2022-01-02 08:50:00",61964,3.124,100,0,10.5,0.728,171.6,25.34,21.27,6.948,0.151
"2022-01-02 09:00:00",61965,3.253,100,0,17.57,0.823,137.8,8.31,14.73,6.937,0.151
"2022-01-02 09:10:00",61966,3.628,100,0,31.22,0.508,169.7,20.22,5.913,6.926,0.151
"2022-01-02 09:20:00",61967,3.779,100,0,49.13,1.018,200.2,20.76,-1.352,6.92,0.151
"2022-01-02 09:30:00",61968,4.264,100,0,117.9,1.115,171.3,12.42,-9.72,6.906,0.151
"2022-01-02 09:40:00",61969,5.451,100,0,181.6,1.402,181.2,21.24,-22.53,6.9,0.151
"2022-01-02 09:50:00",61970,5.688,100,0,136,1.973,212.2,9.54,-29.36,6.894,0.151
"2022-01-02 10:00:00",61971,5.787,100,0,148.6,2.288,220.7,11.01,"NAN",6.88,0.151
"2022-01-02 10:10:00",61972,5.992,100,0,143.8,2.423,209.9,9.39,"NAN",6.869,0.151
"2022-01-02 10:20:00",61973,6.19,100,0,120.5,2.244,219.7,7.21,"NAN",6.866,0.151
"2022-01-02 10:30:00",61974,6.229,100,0,44.39,2.312,229.8,11.07,"NAN",6.849,0.151
"2022-01-02 10:40:00",61975,6.241,99.8,0,42.55,1.951,226.7,11.68,"NAN",6.846,0.151
"2022-01-02 10:50:00",61976,6.335,99,0,36.29,1.635,198,17.5,"NAN",6.835,0.151
"2022-01-02 11:00:00",61977,6.447,98.3,0,33.78,1.652,210.3,14.57,"NAN",6.829,0.151
"2022-01-02 11:10:00",61978,6.557,97.6,0,34.07,2.055,191.8,16,"NAN",6.819,0.151
"2022-01-02 11:20:00",61979,6.67,97.3,0,38.84,2.404,225.2,10.92,"NAN",6.815,0.151
"2022-01-02 11:30:00",61980,6.779,97.5,0,50.46,2.437,230.1,14.75,"NAN",6.808,0.151
"2022-01-02 11:40:00",61981,7.078,96.4,0,63.42,3.285,217.7,6.817,"NAN",6.803,0.151
"2022-01-02 11:50:00",61982,8,92.5,0,111.5,3.548,220.8,7.828,"NAN",6.795,0.151
"2022-01-02 12:00:00",61983,8.94,86.9,0,67.66,3.948,220.4,9.11,"NAN",6.79,0.151
"2022-01-02 12:10:00",61984,9.32,83.8,0,60.77,5.14,219.9,6.431,"NAN",6.787,0.151
"2022-01-02 12:20:00",61985,10.05,78.67,0,66.05,4.92,221.1,9.39,"NAN",6.784,0.151
"2022-01-02 12:30:00",61986,10.37,77.12,0,48.72,4.174,225.5,8.05,"NAN",6.78,0.151
"2022-01-02 12:40:00",61987,10.22,78.85,0,60.24,4.257,221.8,8.59,"NAN",6.781,0.151
"2022-01-02 12:50:00",61988,10.93,75.08,0,96.3,4.586,229,6.537,"NAN",6.777,0.151
"2022-01-02 13:00:00",61989,11.59,71.57,0,67.21,5.211,227,6.588,"NAN",6.777,0.151
"2022-01-02 13:10:00",61990,11.68,71.17,0,81.1,5.24,223.9,7.098,"NAN",6.778,0.151
"2022-01-02 13:20:00",61991,12.46,65.48,0,94.6,5.069,214.8,8.35,"NAN",6.783,0.15
"2022-01-02 13:30:00",61992,13.1,62.41,0,99,4.282,215,8.74,"NAN",6.778,0.15
"2022-01-02 13:40:00",61993,13.43,60.78,0,83.6,4.769,210.3,9.68,"NAN",6.776,0.15
"2022-01-02 13:50:00",61994,13.62,60.4,0,87.6,4.709,213,8.82,"NAN",6.772,0.15
"2022-01-02 14:00:00",61995,13.68,60.72,0,88.1,4.581,221.1,9.2,"NAN",6.779,0.15
"2022-01-02 14:10:00",61996,13.37,65.12,0,160.1,5.296,232.1,5.629,"NAN",6.783,0.15
"2022-01-02 14:20:00",61997,13.69,64.22,0,136.5,4.344,250,15.04,"NAN",6.782,0.15
"2022-01-02 14:30:00",61998,13.35,65.06,0,185.1,3.316,270.3,12.93,"NAN",6.787,0.15
"2022-01-02 14:40:00",61999,12.54,68.67,0,169.6,3.526,269.9,14.45,"NAN",6.789,0.15
"2022-01-02 14:50:00",62000,12.26,69.54,0,160.4,4.457,258.1,9.04,"NAN",6.79,0.15
"2022-01-02 15:00:00",62001,12.02,71.72,0,127.3,3.052,270.4,17.3,"NAN",6.798,0.15
"2022-01-02 15:10:00",62002,11.53,74.41,0,84.7,3.029,257.5,12.12,"NAN",6.8,0.15
"2022-01-02 15:20:00",62003,11.41,75.07,0,68.48,2.672,256.6,9.07,"NAN",6.806,0.15
"2022-01-02 15:30:00",62004,11.32,76.33,0,51.47,2.836,239.5,12.69,"NAN",6.815,0.15
"2022-01-02 15:40:00",62005,11.25,76.84,0,43.82,2.74,212.9,12.46,"NAN",6.816,0.15
"2022-01-02 15:50:00",62006,10.74,79.66,0,37.15,2.077,248.6,9.71,"NAN",6.826,0.15
"2022-01-02 16:00:00",62007,10.85,77.82,0,30.9,1.395,273.6,12.12,"NAN",6.83,0.15
"2022-01-02 16:10:00",62008,10.88,77.51,0,21.87,1.397,270.9,13.46,"NAN",6.841,0.15
"2022-01-02 16:20:00",62009,10.77,77.94,0,13.74,1.747,264.4,15.52,"NAN",6.844,0.15
"2022-01-02 16:30:00",62010,10.75,77.88,0,6.38,2.148,252.4,10.42,"NAN",6.852,0.15
"2022-01-02 16:40:00",62011,10.77,77.42,0,2.899,2.587,212.9,17.56,"NAN",6.86,0.15
"2022-01-02 16:50:00",62012,10.54,78.47,0,1.479,2.331,195.1,11.39,"NAN",6.868,0.15
"2022-01-02 17:00:00",62013,10.68,77.48,0,0.688,2.003,199.7,8.88,"NAN",6.87,0.15
"2022-01-02 17:10:00",62014,10.59,77.83,0,0.16,1.888,203,8.07,"NAN",6.879,0.15
"2022-01-02 17:20:00",62015,10.49,77.86,0,0.03,1.739,223.5,13.08,"NAN",6.886,0.15
