"TOA5","036_WAN","CR800","45590","CR800.Std.32.05","CPU:Acker_V2_72b.CR8","42956","LTZ"
"TIMESTAMP","RECORD","AirTC_Avg","RH_Avg","Rain_mm_Tot","SlrW_Avg","LWmV_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","T107_C_Avg","T107_C_SOIL_Avg","VWC_Avg","EC_Max","TB20_Avg","WS_ms_Max"
"TS","RN","Deg C","%","mm","W/m^2","mV","meters/second","Deg","Deg","Deg C","","l/l","dS/m","","meters/second"
"","","Avg","Avg","Tot","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Max","Avg","Max"
"2024-01-01 00:00:00",28758,3.769,93.4,0,0.078,267.5,1.01,267.4,17.26,"NAN","NAN","NAN",0,0,2.17
"2024-01-04 03:50:00",29213,7.283,81.8,0,0.1,265.5,3.661,260.6,12.62,"NAN","NAN","NAN",0,0,6.38
"2024-01-04 04:00:00",29214,7.233,81.8,0,0.089,265.5,2.935,258.6,13.69,"NAN","NAN","NAN",0,0,6.06
"2024-01-04 04:10:00",29215,7.222,81.5,0,0.122,265.5,2.733,262.2,15.57,"NAN","NAN","NAN",0,0,5.61
"2024-01-04 04:20:00",29216,7.177,83.1,0,0.017,265.5,2.827,255.9,14.41,"NAN","NAN","NAN",0,0,5.37
"2024-01-04 04:30:00",29217,6.962,85.3,0,0.161,265.5,2.953,260.6,17.37,"NAN","NAN","NAN",0,0,5.42
"2024-01-04 04:40:00",29218,6.78,87.7,0.1,0.028,266.1,2.71,269.4,12.99,"NAN","NAN","NAN",0,0,5.48
"2024-01-04 04:50:00",29219,6.595,89.9,0.7,0.15,266.8,3.312,268.3,13.97,"NAN","NAN","NAN",0,0,6.11,XXXX,XXXX,XXXX,XXXX,"2024-01-04 04:50:00",29219,6.595,89.9,0.7,0.15,266.8,3.312,268.3,13.97,"NAN","NAN","NAN",0,0,6.11
"2024-01-04 05:00:00",29220,6.256,92.7,0.7,0.083,267.5,3.113,272.2,17.15,"NAN","NAN","NAN",0,0,6.95,XXXX,XXXX,XXXX,XXXX,"2024-01-04 05:00:00",29220,6.256,92.7,0.7,0.083,267.5,3.113,272.2,17.15,"NAN","NAN","NAN",0,0,6.95
"2024-01-04 05:10:00",29221,6.116,94,0,0.111,267.5,2.498,268.2,15.49,"NAN","NAN","NAN",0,0,5.82
"2024-01-04 05:20:00",29222,6.109,93.4,0,0.017,267.4,2.994,264.8,13.65,"NAN","NAN","NAN",0,0,5.86
"2024-01-04 05:30:00",29223,6.125,92.9,0.1,0.172,266.8,2.833,259.9,10.73,"NAN","NAN","NAN",0,0,6.09,XXXX,XXXX,XXXX,XXXX,"2024-01-04 05:30:00",29223,6.125,92.9,0.1,0.172,266.8,2.833,259.9,10.73,"NAN","NAN","NAN",0,0,6.09
"2024-01-04 05:40:00",29224,6.101,93.5,0,0.039,266.8,2.633,265.2,12.32,"NAN","NAN","NAN",0,0,4.98
"2024-01-04 05:50:00",29225,6.084,94.7,0,0.128,267.3,2.15,264.1,17.53,"NAN","NAN","NAN",0,0,4.47
"2024-01-04 06:00:00",29226,6.082,95.4,0,0.056,267.5,2.334,264.2,14.98,"NAN","NAN","NAN",0,0,5.23
"2024-01-04 06:10:00",29227,6.187,94,0,0.105,267.3,2.738,262.4,14.49,"NAN","NAN","NAN",0,0,5.68
"2024-01-04 06:20:00",29228,6.305,92.1,0,0.011,266.9,3.03,262.1,12.78,"NAN","NAN","NAN",0,0,6.81
"2024-01-04 06:30:00",29229,6.366,91.3,0,0.172,266.8,3.048,261.9,17.79,"NAN","NAN","NAN",0,0,5.69
"2024-01-04 06:40:00",29230,6.385,91.2,0,0.028,266.8,2.921,264.2,13.56,"NAN","NAN","NAN",0,0,5.55
"2024-01-04 06:50:00",29231,6.359,90.9,0,0.133,266.8,3.136,259.1,12.82,"NAN","NAN","NAN",0,0,5.63
"2024-01-04 07:00:00",29232,6.477,90.4,0,0.072,266.8,3.093,262.3,14.29,"NAN","NAN","NAN",0,0,6.76
"2024-01-04 07:10:00",29233,6.529,90.1,0,0.111,266.8,2.733,257.5,12.47,"NAN","NAN","NAN",0,0,5.62
"2024-01-04 07:20:00",29234,6.33,91.3,0.2,0,266.9,3.203,260.6,13.39,"NAN","NAN","NAN",0,0,5.98,XXXX,XXXX,XXXX,XXXX,"2024-01-04 07:20:00",29234,6.33,91.3,0.2,0,266.9,3.203,260.6,13.39,"NAN","NAN","NAN",0,0,5.98
"2024-01-04 07:30:00",29235,6.23,91.8,0.1,0.189,267.2,2.773,265.1,13.96,"NAN","NAN","NAN",0,0,4.78,XXXX,XXXX,XXXX,XXXX,"2024-01-04 07:30:00",29235,6.23,91.8,0.1,0.189,267.2,2.773,265.1,13.96,"NAN","NAN","NAN",0,0,4.78
"2024-01-04 07:40:00",29236,6.197,92.2,0.1,0.083,267.2,2.406,268.8,14.75,"NAN","NAN","NAN",0,0,4.88,XXXX,XXXX,XXXX,XXXX,"2024-01-04 07:40:00",29236,6.197,92.2,0.1,0.083,267.2,2.406,268.8,14.75,"NAN","NAN","NAN",0,0,4.88
"2024-01-04 07:50:00",29237,6.374,90.5,0,0.15,266.9,2.629,270.6,14.27,"NAN","NAN","NAN",0,0,5.62
"2024-01-04 08:00:00",29238,6.574,88.7,0,0.639,266.8,3.031,260.9,14.99,"NAN","NAN","NAN",0,0,5.78
"2024-01-04 08:10:00",29239,6.629,88.4,0,1.477,266.8,3.406,266.5,12.4,"NAN","NAN","NAN",0,0,7.15
"2024-01-04 08:20:00",29240,6.401,90.5,0.1,2.243,266.8,3.178,267.3,12.95,"NAN","NAN","NAN",0,0,6.62,XXXX,XXXX,XXXX,XXXX,"2024-01-04 08:20:00",29240,6.401,90.5,0.1,2.243,266.8,3.178,267.3,12.95,"NAN","NAN","NAN",0,0,6.62
"2024-01-04 08:30:00",29241,6.354,90.4,0,10.12,266.8,3.057,266.2,13.81,"NAN","NAN","NAN",0,0,6.24
"2024-01-04 08:40:00",29242,6.548,89,0,23.18,266.8,2.376,266.4,14.91,"NAN","NAN","NAN",0,0,4.33
"2024-01-04 08:50:00",29243,6.933,88,0,80.2,266.8,2.145,258,11.8,"NAN","NAN","NAN",0,0,3.94
"2024-01-04 09:00:00",29244,7.358,85.9,0,98.9,266.6,2.482,257.4,12.67,"NAN","NAN","NAN",0,0,6.42
"2024-01-04 09:10:00",29245,7.218,85.7,0,34.65,266.2,2.35,253.8,12.62,"NAN","NAN","NAN",0,0,4.33
"2024-01-04 09:20:00",29246,7.089,85.4,0,49.28,266.2,2.787,255.7,12.37,"NAN","NAN","NAN",0,0,5.76
"2024-01-04 09:30:00",29247,7.377,84.3,0,117.6,266.2,3.113,255.2,16.2,"NAN","NAN","NAN",0,0,5
"2024-01-04 09:40:00",29248,7.921,82.3,0,170.4,266,2.996,258.6,13.22,"NAN","NAN","NAN",0,0,5.95
"2024-01-04 09:50:00",29249,7.58,83.4,0,120.7,266,2.815,258.5,12.08,"NAN","NAN","NAN",0,0,5.27
"2024-01-04 10:00:00",29250,7.756,83.1,0,168.5,265.6,3.2,258.7,12.54,"NAN","NAN","NAN",0,0,5.45
"2024-01-04 10:10:00",29251,7.568,83.6,0,147.9,265.5,3.483,255,13.91,"NAN","NAN","NAN",0,0,5.5
"2024-01-04 10:20:00",29252,7.26,84.2,0,117.3,265.5,3.201,258.8,15.29,"NAN","NAN","NAN",0,0,7.15
"2024-01-04 10:30:00",29253,7.61,82.5,0,291.2,265.5,3.177,258.1,12.14,"NAN","NAN","NAN",0,0,5.52
"2024-01-04 10:40:00",29254,7.909,82.3,0,299.3,265.5,2.98,260.4,13.77,"NAN","NAN","NAN",0,0,5.85
"2024-01-04 10:50:00",29255,8.41,81.8,0,340.7,265.1,2.614,257.9,13.47,"NAN","NAN","NAN",0,0,4.5
"2024-01-04 11:00:00",29256,8.39,83.5,0,243.3,265,2.5,254.8,12.77,"NAN","NAN","NAN",0,0,4.36
"2024-01-04 11:10:00",29257,7.603,86.7,0,98.9,265.5,3.061,255.3,14.97,"NAN","NAN","NAN",0,0,8.33
"2024-01-04 11:20:00",29258,7.01,89.6,0.1,75.47,266,3.482,257.9,15.71,"NAN","NAN","NAN",0,0,6.54,XXXX,XXXX,XXXX,XXXX,"2024-01-04 11:20:00",29258,7.01,89.6,0.1,75.47,266,3.482,257.9,15.71,"NAN","NAN","NAN",0,0,6.54
"2024-01-04 11:30:00",29259,6.665,90.9,0,97.3,266.1,3.287,267.8,13.65,"NAN","NAN","NAN",0,0,6.24
"2024-01-04 11:40:00",29260,6.486,91.5,0.1,97.6,266.7,3.271,269.3,14.21,"NAN","NAN","NAN",0,0,6.59,XXXX,XXXX,XXXX,XXXX,"2024-01-04 11:40:00",29260,6.486,91.5,0.1,97.6,266.7,3.271,269.3,14.21,"NAN","NAN","NAN",0,0,6.59
"2024-01-04 11:50:00",29261,6.498,91.2,0,103.3,266.8,3.406,273.1,13.2,"NAN","NAN","NAN",0,0,6.78
"2024-01-04 12:00:00",29262,6.592,92.3,0.1,101.1,266.8,2.604,273.3,12.69,"NAN","NAN","NAN",0,0,5.08,XXXX,XXXX,XXXX,XXXX,"2024-01-04 12:00:00",29262,6.592,92.3,0.1,101.1,266.8,2.604,273.3,12.69,"NAN","NAN","NAN",0,0,5.08
"2024-01-04 12:10:00",29263,6.493,93.2,0,75.73,266.9,2.975,267,17.3,"NAN","NAN","NAN",0,0,5.53
"2024-01-04 12:20:00",29264,6.761,92.9,0,204.4,266.8,2.919,262.9,14.78,"NAN","NAN","NAN",0,0,6.69
"2024-01-04 12:30:00",29265,7.678,89.7,0,259.3,266.4,2.492,256,14.96,"NAN","NAN","NAN",0,0,4.39
"2024-01-04 12:40:00",29266,7.343,89.3,0,94.3,266.2,2.811,256,14.53,"NAN","NAN","NAN",0,0,5.19
"2024-01-04 12:50:00",29267,7.564,86,0,82.2,266.2,3.179,262.8,19.56,"NAN","NAN","NAN",0,0,6.89
"2024-01-04 13:00:00",29268,7.611,83.8,0,114.6,266.2,3.229,267.4,18.58,"NAN","NAN","NAN",0,0,5.68
"2024-01-04 13:10:00",29269,7.887,81.5,0,115,266,3.556,270.5,16.83,"NAN","NAN","NAN",0,0,6.72
"2024-01-04 13:20:00",29270,8.37,80.7,0,305.4,265.7,3.645,267.1,16.35,"NAN","NAN","NAN",0,0,6.59
"2024-01-04 13:30:00",29271,8.78,80.2,0,293.5,265.4,3.258,265.9,16.57,"NAN","NAN","NAN",0,0,6.79
"2024-01-04 13:40:00",29272,7.823,85.3,0,71.14,265.7,3.337,276,24.79,"NAN","NAN","NAN",0,0,6.47
"2024-01-04 13:50:00",29273,7.238,89.2,0,136.4,266.1,2.444,276.1,18.47,"NAN","NAN","NAN",0,0,5.21
"2024-01-04 14:00:00",29274,8.27,84,0,282.4,265.7,2.554,261.8,15.58,"NAN","NAN","NAN",0,0,4.53
"2024-01-04 14:10:00",29275,8.73,80.7,0,276.4,265.4,2.957,263.8,20,"NAN","NAN","NAN",0,0,5.71
"2024-01-04 14:20:00",29276,8.72,79.68,0,187.5,265.4,2.663,266.8,19.55,"NAN","NAN","NAN",0,0,8.23
"2024-01-04 14:30:00",29277,8.55,79.22,0,186.3,265.4,2.864,268.2,14.43,"NAN","NAN","NAN",0,0,5.19
"2024-01-04 14:40:00",29278,8.6,79.06,0,203.1,265.4,2.648,268.9,21.05,"NAN","NAN","NAN",0,0,4.83
"2024-01-04 14:50:00",29279,9.13,77.58,0,267.6,265.3,2.448,264.2,16.35,"NAN","NAN","NAN",0,0,4.48
"2024-01-04 15:00:00",29280,9.15,76.74,0,243.6,265,2.333,279.1,19.56,"NAN","NAN","NAN",0,0,6.71
"2024-01-04 15:10:00",29281,9.18,75.92,0,226.8,264.8,2.77,271.3,17.99,"NAN","NAN","NAN",0,0,6.09
"2024-01-04 15:20:00",29282,9.15,76.21,0,186,264.9,2.473,273.7,19.21,"NAN","NAN","NAN",0,0,4.85
"2024-01-04 15:30:00",29283,8.93,77.17,0,120.2,265.4,2.38,271.6,21.96,"NAN","NAN","NAN",0,0,5.04
"2024-01-04 15:40:00",29284,8.61,78.33,0,86.3,265.4,2.092,275.6,22.81,"NAN","NAN","NAN",0,0,5.48
"2024-01-04 15:50:00",29285,8.29,79.75,0,60.83,265.4,1.982,273.7,15.13,"NAN","NAN","NAN",0,0,4.1
"2024-01-04 16:00:00",29286,8.15,79.82,0,39.04,265.4,2.071,280.6,20.37,"NAN","NAN","NAN",0,0,4.26
"2024-01-04 16:10:00",29287,8.01,79.96,0,30.1,265.4,1.921,287.5,18.89,"NAN","NAN","NAN",0,0,4.13
"2024-01-04 16:20:00",29288,7.818,80.5,0,23.02,265.4,1.822,266.7,17.43,"NAN","NAN","NAN",0,0,4.92
"2024-01-04 16:30:00",29289,7.388,82.3,0,14.7,265.4,1.288,227.9,20.43,"NAN","NAN","NAN",0,0,2.92
"2024-01-04 16:40:00",29290,7.015,83.7,0,6.957,265.5,1.029,0,0,"NAN","NAN","NAN",0,0,2.24
"2024-01-04 16:50:00",29291,7.1,82,0,2.748,265.5,1.052,269.5,17.43,"NAN","NAN","NAN",0,0,2.38
"2024-01-04 17:00:00",29292,6.846,82.4,0,1.371,265.5,0.627,262.3,22.56,"NAN","NAN","NAN",0,0,1.5
"2024-01-04 17:10:00",29293,6.238,84.4,0,0.461,266.1,0.668,298.1,19.13,"NAN","NAN","NAN",0,0,1.29
"2024-01-04 17:20:00",29294,6.062,85.7,0,0.133,266.2,0.756,296.8,22.21,"NAN","NAN","NAN",0,0,1.31
"2024-01-04 17:30:00",29295,5.963,85.7,0,0.155,266.2,0.55,284,37.15,"NAN","NAN","NAN",0,0,1.02
"2024-01-04 17:40:00",29296,5.645,87,0,0.05,266.2,0.305,263.1,39.58,"NAN","NAN","NAN",0,0,0.53
"2024-01-04 17:50:00",29297,5.427,88.9,0,0.15,266.2,0.481,0,0,"NAN","NAN","NAN",0,0,1.07
"2024-01-04 18:00:00",29298,4.992,90.1,0,0.083,266.5,0.847,332.1,9.78,"NAN","NAN","NAN",0,0,1.34
"2024-01-04 18:10:00",29299,4.774,91.5,0,0.122,266.8,1.392,340.6,4.512,"NAN","NAN","NAN",0,0,1.8
"2024-01-04 18:20:00",29300,4.479,92.4,0,0.022,266.8,1.187,335.7,4.972,"NAN","NAN","NAN",0,0,1.73
"2024-01-04 18:30:00",29301,4.378,93.4,0,0.15,266.8,1.432,338.2,4.163,"NAN","NAN","NAN",0,0,1.96
"2024-01-04 18:40:00",29302,4.348,93.9,0,0.039,266.8,1.394,340.1,5.761,"NAN","NAN","NAN",0,0,1.78
"2024-01-04 18:50:00",29303,4.305,93.6,0,0.161,266.8,1.181,326,10.94,"NAN","NAN","NAN",0,0,1.8
"2024-01-04 19:00:00",29304,4.226,94.7,0,0.078,266.9,1,325.9,7.858,"NAN","NAN","NAN",0,0,1.54
"2024-01-04 19:10:00",29305,4.325,94.8,0,0.078,267,0.917,319.2,10.07,"NAN","NAN","NAN",0,0,1.48
"2024-01-04 19:20:00",29306,4.605,93.7,0,0.022,266.9,0.902,325.4,8.34,"NAN","NAN","NAN",0,0,1.44
"2024-01-04 19:30:00",29307,4.413,93.7,0,0.139,266.8,1.109,327.7,12.53,"NAN","NAN","NAN",0,0,1.7
"2024-01-04 19:40:00",29308,4.196,95,0,0.033,267.2,1.095,329.7,9.04,"NAN","NAN","NAN",0,0,1.73
"2024-01-04 19:50:00",29309,4.263,95,0,0.144,267.5,0.97,325,9.5,"NAN","NAN","NAN",0,0,1.71
"2024-01-04 20:00:00",29310,4.316,94.8,0,0.1,267.5,1.132,325.7,9.48,"NAN","NAN","NAN",0,0,1.81
"2024-01-04 20:10:00",29311,4.208,94.6,0,0.072,267.4,1.284,339.2,7.362,"NAN","NAN","NAN",0,0,1.93
"2024-01-04 20:20:00",29312,4.191,94.6,0,0.011,267.5,1.592,341.3,3.052,"NAN","NAN","NAN",0,0,1.88
"2024-01-04 20:30:00",29313,4.238,93.8,0,0.111,267,1.454,338.2,9.38,"NAN","NAN","NAN",0,0,2.38
"2024-01-04 20:40:00",29314,4.029,94.2,0,0.011,267.1,0.814,318.2,11.85,"NAN","NAN","NAN",0,0,1.09
"2024-01-04 20:50:00",29315,3.947,94.1,0,0.139,267.4,0.994,331,11.68,"NAN","NAN","NAN",0,0,1.55
"2024-01-04 21:00:00",29316,3.926,93.5,0,0.094,267.1,1.083,329.9,9.84,"NAN","NAN","NAN",0,0,1.97
"2024-01-04 21:10:00",29317,3.729,94.1,0,0.078,267.4,1.313,334.5,8.75,"NAN","NAN","NAN",0,0,1.9
"2024-01-04 21:20:00",29318,3.709,93.8,0,0.017,267.4,1.01,331.7,6.589,"NAN","NAN","NAN",0,0,1.63
"2024-01-04 21:30:00",29319,3.788,93.9,0,0.133,267.3,0.893,324.6,6.575,"NAN","NAN","NAN",0,0,1.27
"2024-01-04 21:40:00",29320,3.952,92.8,0,0.017,266.9,0.821,321.9,13.86,"NAN","NAN","NAN",0,0,1.35
"2024-01-04 21:50:00",29321,3.909,92.5,0,0.105,266.8,1.219,337,10.68,"NAN","NAN","NAN",0,0,1.81
"2024-01-04 22:00:00",29322,3.889,91.6,0,0.072,266.8,1.239,336.4,9,"NAN","NAN","NAN",0,0,1.63
"2024-01-04 22:10:00",29323,3.567,92.4,0,0.078,266.8,0.929,327.2,9.58,"NAN","NAN","NAN",0,0,1.64
"2024-01-04 22:20:00",29324,3.648,92.3,0,0.028,266.9,1.37,339.3,8.84,"NAN","NAN","NAN",0,0,1.99
"2024-01-04 22:30:00",29325,3.639,92.1,0,0.144,266.8,0.806,292.4,45.95,"NAN","NAN","NAN",0,0,1.35
"2024-01-04 22:40:00",29326,3.669,91.7,0,0.017,266.9,0.833,316.9,21.77,"NAN","NAN","NAN",0,0,1.53
"2024-01-04 22:50:00",29327,3.556,91.5,0,0.178,266.8,0.953,329.1,14.84,"NAN","NAN","NAN",0,0,1.49
"2024-01-04 23:00:00",29328,3.474,89.7,0,0.061,266.9,0.542,307.6,46.24,"NAN","NAN","NAN",0,0,1.06
"2024-01-04 23:10:00",29329,3.201,91.9,0,0.089,267.2,0.762,13.28,48.85,"NAN","NAN","NAN",0,0,1.53
"2024-01-04 23:20:00",29330,3.496,91.5,0,0.028,266.8,1.295,358.8,15.62,"NAN","NAN","NAN",0,0,1.79
"2024-01-04 23:30:00",29331,3.175,91.1,0,0.155,266.8,0.465,322.5,7.912,"NAN","NAN","NAN",0,0,0.82
"2024-01-04 23:40:00",29332,3.06,92.1,0,0.017,266.8,0.57,319.4,7.164,"NAN","NAN","NAN",0,0,0.78
"2024-01-04 23:50:00",29333,2.883,92.5,0,0.189,266.9,0.783,327.8,9.32,"NAN","NAN","NAN",0,0,1.07
"2024-01-05 00:00:00",29334,2.743,93.3,0,0.083,267.4,0.559,308.9,12.62,"NAN","NAN","NAN",0,0,0.84
"2024-01-05 00:10:00",29335,2.736,93.6,0,0.078,267.3,0.707,304.5,13.09,"NAN","NAN","NAN",0,0,1.05
"2024-01-05 00:20:00",29336,2.641,94.1,0,0.033,267.5,0.676,304.4,8.86,"NAN","NAN","NAN",0,0,1.09
"2024-01-05 00:30:00",29337,2.561,94.7,0,0.122,267.5,0.463,308.6,72.53,"NAN","NAN","NAN",0,0,0.83
"2024-01-05 00:40:00",29338,2.72,94.1,0,0.022,267.5,0.459,322.8,17.73,"NAN","NAN","NAN",0,0,0.82
"2024-01-05 00:50:00",29339,2.608,94.3,0,0.167,267.5,0.291,151.5,84.1,"NAN","NAN","NAN",0,0,0.67
"2024-01-05 01:00:00",29340,2.609,94.1,0,0.089,267.5,0.436,0,0,"NAN","NAN","NAN",0,0,0.9
"2024-01-05 01:10:00",29341,2.462,94.9,0,0.111,267.5,0.926,35.6,43.01,"NAN","NAN","NAN",0,0,1.53
"2024-01-05 01:20:00",29342,2.73,95,0,0.039,267.1,1.152,0.09,29.33,"NAN","NAN","NAN",0,0,1.64
"2024-01-05 01:30:00",29343,2.972,95,0,0.144,267.1,1.034,343.4,24.98,"NAN","NAN","NAN",0,0,1.64
"2024-01-05 01:40:00",29344,3.115,94.5,0,0.011,266.9,0.832,278.1,19.24,"NAN","NAN","NAN",0,0,1.27
"2024-01-05 01:50:00",29345,2.846,94.9,0,0.156,267,0.939,317.6,19.08,"NAN","NAN","NAN",0,0,1.52
"2024-01-05 02:00:00",29346,2.693,95.8,0,0.067,267.5,1.164,263.6,22.38,"NAN","NAN","NAN",0,0,2.13
"2024-01-05 02:10:00",29347,2.54,97,0,0.083,267.5,0.81,283,24.2,"NAN","NAN","NAN",0,0,1.35
"2024-01-05 02:20:00",29348,2.493,97,0,0.022,267.5,0.535,326.8,35.17,"NAN","NAN","NAN",0,0,0.84
"2024-01-05 02:30:00",29349,2.304,97,0,0.128,267.5,0.643,48.95,38.96,"NAN","NAN","NAN",0,0,1.11
"2024-01-05 02:40:00",29350,2.225,97,0,0.017,267.5,0.763,323,8.83,"NAN","NAN","NAN",0,0,1.13
"2024-01-05 02:50:00",29351,2.24,97.3,0,0.161,268,0.519,333.3,13.49,"NAN","NAN","NAN",0,0,0.83
"2024-01-05 03:00:00",29352,2.359,97.3,0,0.056,268.2,0.369,321,18.8,"NAN","NAN","NAN",0,0,0.76
"2024-01-05 03:10:00",29353,2.291,97.2,0,0.089,268.2,0.836,309,7.003,"NAN","NAN","NAN",0,0,1.21
"2024-01-05 03:20:00",29354,2.218,97.2,0,0.022,268.5,0.605,332.3,11.02,"NAN","NAN","NAN",0,0,0.96
"2024-01-05 03:30:00",29355,2.387,97.4,0,0.111,268.7,1.125,308.7,14.92,"NAN","NAN","NAN",0,0,1.95
"2024-01-05 03:40:00",29356,2.901,94.6,0,0.033,268.2,0.831,287.1,29.72,"NAN","NAN","NAN",0,0,1.55
"2024-01-05 03:50:00",29357,2.477,95.1,0,0.156,268.2,0.625,300.5,31,"NAN","NAN","NAN",0,0,1.05
"2024-01-05 04:00:00",29358,2.694,95.3,0,0.094,267.8,0.809,298.3,42.09,"NAN","NAN","NAN",0,0,2.06
"2024-01-05 04:10:00",29359,2.805,93.9,0,0.106,267.5,0.72,239.1,23.06,"NAN","NAN","NAN",0,0,1.26
"2024-01-05 04:20:00",29360,2.444,96.2,0,0.017,267.5,0.718,279.5,26.53,"NAN","NAN","NAN",0,0,1.21
"2024-01-05 04:30:00",29361,2.538,97.1,0,0.111,267.5,1.111,288.3,11.4,"NAN","NAN","NAN",0,0,1.82
"2024-01-05 04:40:00",29362,2.624,96.9,0,0.011,267.5,0.832,286.4,28.22,"NAN","NAN","NAN",0,0,1.62
"2024-01-05 04:50:00",29363,2.594,96.7,0,0.128,267.5,0.741,302.6,12.23,"NAN","NAN","NAN",0,0,1.11
"2024-01-05 05:00:00",29364,2.48,96.4,0,0.083,267.5,0.623,298.9,20.05,"NAN","NAN","NAN",0,0,0.91
"2024-01-05 05:10:00",29365,2.489,96.8,0,0.111,267.5,0.706,304.3,21.95,"NAN","NAN","NAN",0,0,1.24
"2024-01-05 05:20:00",29366,2.456,96.4,0,0.033,267.5,0.94,332.9,10.03,"NAN","NAN","NAN",0,0,1.46
"2024-01-05 05:30:00",29367,2.343,96.7,0,0.161,267.5,0.975,323.8,7.069,"NAN","NAN","NAN",0,0,1.44
"2024-01-05 05:40:00",29368,2.236,96.7,0,0.028,267.5,0.397,0,0,"NAN","NAN","NAN",0,0,0.92
"2024-01-05 05:50:00",29369,2.496,96.6,0,0.133,267.5,0.29,0,0,"NAN","NAN","NAN",0,0,0.62
"2024-01-05 06:00:00",29370,2.515,95.9,0,0.089,267.5,0.399,303.7,52.69,"NAN","NAN","NAN",0,0,0.63
"2024-01-05 06:10:00",29371,2.469,96.1,0,0.089,267.5,0.641,285.2,34.38,"NAN","NAN","NAN",0,0,1.03
"2024-01-05 06:20:00",29372,2.366,96.7,0,0.039,267.5,0.698,325.8,36.14,"NAN","NAN","NAN",0,0,1.5
"2024-01-05 06:30:00",29373,2.264,96.7,0,0.144,267.5,0.479,357.1,77.51,"NAN","NAN","NAN",0,0,0.9
"2024-01-05 06:40:00",29374,2.187,96.7,0,0.022,267.5,0.739,318.7,8.8,"NAN","NAN","NAN",0,0,1.19
"2024-01-05 06:50:00",29375,2.375,97,0,0.155,267.5,1.076,324,10.14,"NAN","NAN","NAN",0,0,1.82
"2024-01-05 07:00:00",29376,2.304,96.2,0,0.106,267.5,0.554,308.7,33.37,"NAN","NAN","NAN",0,0,0.9
"2024-01-05 07:10:00",29377,2.549,96.2,0,0.067,267.5,0.488,12.05,63.58,"NAN","NAN","NAN",0,0,1.14
"2024-01-05 07:20:00",29378,2.515,96.1,0,0.033,267.5,1.027,38.88,21.2,"NAN","NAN","NAN",0,0,1.66
"2024-01-05 07:30:00",29379,2.544,97,0,0.15,267.5,0.888,0,0,"NAN","NAN","NAN",0,0,1.35
"2024-01-05 07:40:00",29380,2.634,97.6,0,0.044,267.5,1.169,35.24,19.63,"NAN","NAN","NAN",0,0,1.65
"2024-01-05 07:50:00",29381,2.741,97.3,0,0.217,267.5,1.012,52.19,16.79,"NAN","NAN","NAN",0,0,1.65
"2024-01-05 08:00:00",29382,2.837,97.8,0,0.239,267.6,1.315,64.24,15.92,"NAN","NAN","NAN",0,0,2.02
"2024-01-05 08:10:00",29383,2.854,98.3,0,0.972,267.8,1.447,28.94,10.45,"NAN","NAN","NAN",0,0,2.1
"2024-01-05 08:20:00",29384,3.019,97.4,0,1.516,267.5,1.307,27.7,9.77,"NAN","NAN","NAN",0,0,2.32
"2024-01-05 08:30:00",29385,3.095,96,0,2.493,267.5,1.405,359,6.792,"NAN","NAN","NAN",0,0,1.89
"2024-01-05 08:40:00",29386,2.846,95.8,0,4.931,267.5,0.8,334.4,11.81,"NAN","NAN","NAN",0,0,1.35
"2024-01-05 08:50:00",29387,2.813,96,0,13.61,267.5,0.512,330.9,11.8,"NAN","NAN","NAN",0,0,1.04
"2024-01-05 09:00:00",29388,3.073,95.3,0,26.45,267.3,0.637,341.2,46.49,"NAN","NAN","NAN",0,0,1.33
"2024-01-05 09:10:00",29389,3.183,95.3,0,35.24,267.2,0.361,110.6,31.61,"NAN","NAN","NAN",0,0,0.65
"2024-01-05 09:20:00",29390,3.255,95.7,0,40.71,267.3,0.722,17.53,17.03,"NAN","NAN","NAN",0,0,1.18
"2024-01-05 09:30:00",29391,3.481,96.3,0,44.64,267.2,0.65,77.33,48.74,"NAN","NAN","NAN",0,0,1.14
"2024-01-05 09:40:00",29392,3.588,96.3,0,41.46,267.1,0.474,134.7,18.21,"NAN","NAN","NAN",0,0,0.84
"2024-01-05 09:50:00",29393,3.584,96.9,0,55.14,267.4,0.624,139.2,20.22,"NAN","NAN","NAN",0,0,0.94
"2024-01-05 10:00:00",29394,3.714,97.3,0,62.97,267.2,0.306,297.8,90.6,"NAN","NAN","NAN",0,0,0.82
"2024-01-05 10:10:00",29395,3.869,97,0,73.37,266.8,0.344,107.3,66.07,"NAN","NAN","NAN",0,0,0.83
"2024-01-05 10:20:00",29396,4.102,96.6,0,75.36,266.8,0.521,222.1,28.57,"NAN","NAN","NAN",0,0,0.82
"2024-01-05 10:30:00",29397,4.078,96.7,0,83.9,266.8,0.432,219.1,18.17,"NAN","NAN","NAN",0,0,0.82
"2024-01-05 10:40:00",29398,4.145,97,0,77.92,266.8,0.691,210.2,23.22,"NAN","NAN","NAN",0,0,1.25
"2024-01-05 10:50:00",29399,4.077,97.3,0,64.13,266.8,0.375,240.1,30.93,"NAN","NAN","NAN",0,0,0.96
"2024-01-05 11:00:00",29400,4.118,97.3,0,57.01,266.8,0.137,0,0,"NAN","NAN","NAN",0,0,0.33
