epoch,step,min,max,mean,std
1,1000,-0.1403498500585556,0.17293328046798706,-0.002875662175938487,0.015074766241014004
2,2000,-0.06139843538403511,0.05894502252340317,-0.0003348161990288645,0.007024265360087156
3,3000,-0.1490767002105713,0.20741979777812958,-0.0036427227314561605,0.01964714191854
4,4000,-0.1463209092617035,0.1928137093782425,-0.0045428406447172165,0.02167186141014099
5,5000,-0.17467723786830902,0.1699928343296051,-0.004925919696688652,0.02085493877530098
6,6000,-0.14970774948596954,0.32387763261795044,0.002711976645514369,0.029914123937487602
7,7000,-0.07946424186229706,0.11340021342039108,-0.0016519692726433277,0.010820423252880573
8,8000,-0.17287622392177582,0.30268946290016174,0.0017022875836119056,0.032737262547016144
9,9000,-0.4260878562927246,0.1613224744796753,-0.010298863984644413,0.03849739953875542
10,10000,-0.6392718553543091,0.2491174191236496,-0.015757033601403236,0.07174474745988846
11,11000,-0.41160666942596436,0.5526798963546753,0.007860361598432064,0.07493818551301956
12,12000,-0.2116515040397644,0.3023538589477539,-0.00045666590449400246,0.030197633430361748
13,13000,-0.446819543838501,0.31506866216659546,-0.01629527658224106,0.054197389632463455
14,14000,-0.5447362661361694,0.6331447958946228,0.007815511897206306,0.08578851819038391
15,15000,-0.4184498190879822,0.38406744599342346,-0.000733786029741168,0.05370679497718811
16,16000,-0.4789902865886688,0.3705911934375763,-0.018573516979813576,0.05975450202822685
17,17000,-2.6284403800964355,0.497907429933548,-0.07910988479852676,0.26787269115448
18,18000,-0.4126513600349426,0.25987598299980164,-0.013034236617386341,0.049997325986623764
19,19000,-1.008664846420288,2.1873748302459717,0.044053129851818085,0.247447207570076
20,20000,-1.952615737915039,0.4446526765823364,-0.07457175850868225,0.21966353058815002
