epoch,step,min,max,mean,std
1,1000,-0.016902821138501167,0.005491008050739765,-0.0001882267533801496,0.0021088197827339172
2,2000,-0.012253658846020699,0.018297767266631126,-0.0007007980602793396,0.003824742743745446
3,3000,-0.014628468081355095,0.015753123909235,0.0008520479314029217,0.004335955251008272
4,4000,-0.05171368271112442,0.040352653712034225,0.0012584042269736528,0.012255671434104443
5,5000,-0.02057955041527748,0.030381908640265465,0.00019520410569384694,0.006095048505812883
6,6000,-0.022151576355099678,0.04585014283657074,0.000134867470478639,0.008115312084555626
7,7000,-0.015446816571056843,0.030341507866978645,0.0004888844559900463,0.005134879611432552
8,8000,-0.05270349234342575,0.059376493096351624,-0.0014329939149320126,0.015973130241036415
9,9000,-0.044369302690029144,0.07128997892141342,-0.00012898334534838796,0.012068163603544235
10,10000,-0.07574790716171265,0.05421192944049835,0.0008502496057190001,0.01816713623702526
11,11000,-0.07818372547626495,0.04727070778608322,-0.00024226540699601173,0.014932048507034779
12,12000,-0.02070433646440506,0.03213389217853546,0.0004552712198346853,0.006077289115637541
13,13000,-0.09134335070848465,0.15324808657169342,-0.0005642391042783856,0.030884699895977974
14,14000,-0.03014560043811798,0.03460382670164108,-0.00024101469898596406,0.007665512152016163
15,15000,-0.10073615610599518,0.05096922814846039,0.0013360196026042104,0.015391701832413673
16,16000,-0.1375799924135208,0.15075886249542236,0.0013318685814738274,0.03154664859175682
17,17000,-0.11893142759799957,0.06869161128997803,0.0006510737584903836,0.021808994933962822
18,18000,-0.061523839831352234,0.06768475472927094,0.0009454871760681272,0.014952413737773895
19,19000,-0.060523711144924164,0.04307188466191292,2.20375950448215e-05,0.01372766587883234
20,20000,-0.40993860363960266,0.9427512884140015,-0.004894220270216465,0.14384780824184418
