epoch,step,min,max,mean,std
1,10000,-6.509045488201082e-05,0.000105280865682289,7.834476605239615e-07,1.9850089302053675e-05
2,20000,-3.2438980269944295e-05,2.7443136787042022e-05,-5.23670138363741e-08,7.497174919990357e-06
3,30000,-1.4405950423679315e-05,2.4177998056984507e-05,4.4867343262922077e-07,5.385612439567922e-06
4,40000,-1.6813060938147828e-05,1.707311639620457e-05,-1.8193919970599381e-07,5.265984327706974e-06
5,50000,-1.0952015145448968e-05,9.100416718865745e-06,-2.0194264038764231e-07,3.41759937327879e-06
6,60000,-1.3018909157835878e-05,1.8242340956931002e-05,4.6254280050561647e-07,4.385114607430296e-06
7,70000,-1.1383858691260684e-05,1.1484516107884701e-05,1.466408008354847e-07,3.3045027976186248e-06
8,80000,-6.7828004830516875e-06,7.00325426805648e-06,-6.722697065697503e-08,1.8237710719404276e-06
9,90000,-4.468885435926495e-06,1.456787867937237e-05,-6.170080268930178e-08,1.6315657376253512e-06
10,100000,-8.760806849750225e-06,8.162558515323326e-06,-8.985028898678138e-08,2.450108695484232e-06
