0.6785714285714286,0.5833333333333334,0.0,0.6464,0.6515000000000001,0.004044,0.0,110.0
0.6785714285714286,0.5902777777777778,0.03333333333333333,0.6576000000000001,0.636,0.009215999999999998,0.4826403278887743,100.0
0.6785714285714286,0.5972222222222222,0.06666666666666667,0.6712,0.6222,0.016152,0.6205375644284242,90.0
0.6785714285714286,0.6041666666666666,0.1,0.6904,0.6009,0.025899,0.689486182698249,80.0
0.6785714285714286,0.6111111111111112,0.13333333333333333,0.7172,0.5653,0.041825999999999995,0.689486182698249,70.0
0.6785714285714286,0.6180555555555556,0.16666666666666666,0.7415999999999999,0.5396,0.061814999999999995,0.689486182698249,60.0
0.6785714285714286,0.625,0.2,0.7576,0.5472,0.083613,0.689486182698249,50.0
0.6785714285714286,0.6319444444444444,0.23333333333333334,0.7892,0.4976,0.10815300000000001,0.689486182698249,40.0
0.6785714285714286,0.6388888888888888,0.26666666666666666,0.7528,0.5173,0.116874,0.689486182698249,30.0
0.6785714285714286,0.6458333333333334,0.3,0.7612000000000001,0.5184000000000001,0.129249,0.689486182698249,20.0
0.6785714285714286,0.6527777777777778,0.3333333333333333,0.754,0.5201,0.13598700000000002,0.689486182698249,10.0
0.6785714285714286,0.6597222222222222,0.36666666666666664,0.7484000000000001,0.521,0.142605,0.689486182698249,0.0
