epoch,step,min,max,mean,std
1,10000,-0.008060399442911148,0.002113364404067397,-1.9561433873604983e-05,0.00018446080503053963
2,20000,-0.00985010340809822,0.010654332116246223,8.193300345737953e-06,0.0003174408047925681
3,30000,-0.003110297955572605,0.004402721766382456,9.068152166946675e-07,0.00015467105549760163
4,40000,-0.004346784204244614,0.006728729233145714,3.945604021282634e-06,0.00018622032075654715
5,50000,-0.00977284088730812,0.0202040933072567,-1.1880783858941868e-05,0.0003468192298896611
6,60000,-0.005197214428335428,0.004292082507163286,2.797758952510776e-06,0.00015349179739132524
7,70000,-0.004052153788506985,0.0035220046993345022,-5.425833933259128e-06,0.00012916680134367198
8,80000,-0.0046942285262048244,0.005382209550589323,-6.4496503000555094e-06,0.00015058049757499248
9,90000,-0.004388256464153528,0.004028462804853916,-7.738658496236894e-06,0.00014719445607624948
10,100000,-0.002427327912300825,0.004548229742795229,9.739787856233306e-07,0.00011584046296775341
