epoch,step,min,max,mean,std
1,10000,0.5193723440170288,0.5193723440170288,0.5193723440170288,0.0
2,20000,20.339855194091797,20.339855194091797,20.339855194091797,0.0
3,30000,1329.755126953125,1329.755126953125,1329.755126953125,0.0
4,40000,26286.341796875,26286.341796875,26286.341796875,0.0
5,50000,103767.6171875,103767.6171875,103767.6171875,0.0
6,60000,277652.125,277652.125,277652.125,0.0
7,70000,619151.4375,619151.4375,619151.4375,0.0
8,80000,1191589.125,1191589.125,1191589.125,0.0
9,90000,2054314.75,2054314.75,2054314.75,0.0
10,100000,3283676.5,3283676.5,3283676.5,0.0
