209,770.0,0.0,24.27,61.85,0.24132,0.0,110.0,-0.17036251838147498
209,780.0,10.0,24.09,61.62,0.46668,1.1692537628670323,100.0,-0.17036251838147498
209,790.0,20.0,24.13,62.09,0.73074,1.5033262665433276,90.0,-0.17036251838147498
209,800.0,30.0,24.42,63.77,0.9719399999999999,1.670362518381475,80.0,-0.17036251838147498
209,810.0,40.0,24.28,61.36,1.2079799999999998,1.670362518381475,70.0,-0.17036251838147498
209,820.0,50.0,24.11,61.42,1.4359199999999999,1.670362518381475,60.0,-0.17036251838147498
209,830.0,60.0,24.46,61.2,1.76832,1.670362518381475,50.0,-0.17036251838147498
209,840.0,70.0,24.97,58.78,2.13288,1.670362518381475,40.0,-0.17036251838147498
209,850.0,80.0,24.92,58.5,2.34984,1.670362518381475,30.0,-0.17036251838147498
209,860.0,90.0,24.46,61.26,2.574,1.670362518381475,20.0,-0.17036251838147498
209,870.0,100.0,24.3,62.54,2.7335399999999996,1.670362518381475,10.0,-0.17036251838147498
209,880.0,110.0,24.54,63.71,3.1003799999999995,1.670362518381475,0.0,-0.17036251838147498
