epoch,step,min,max,mean,std
1,10000,-0.18484854698181152,0.04374755918979645,-0.021030563861131668,0.044847168028354645
2,20000,-1.2081315517425537,0.2515159249305725,-0.11989028006792068,0.2576853930950165
3,30000,-1.099786639213562,0.5149146318435669,-0.13537441194057465,0.2666889429092407
4,40000,-0.18335196375846863,5.7952351570129395,0.7331422567367554,1.1589977741241455
5,50000,-0.40926307439804077,1.9999268054962158,0.2696080803871155,0.37128764390945435
6,60000,-0.29001733660697937,4.681389808654785,0.7227838635444641,1.1319501399993896
7,70000,-12.972243309020996,6.3046650886535645,-1.2146865129470825,2.6968939304351807
8,80000,-7.989497184753418,43.9749641418457,7.6752095222473145,10.04288101196289
9,90000,-27.074268341064453,27.909059524536133,-0.38251233100891113,7.278444290161133
10,100000,-11.15749740600586,942.8433837890625,107.70362854003906,174.0313262939453
