epoch,step,min,max,mean,std
1,10000,-0.004178247414529324,0.006409302819520235,0.00041778068407438695,0.0011058348463848233
2,20000,-0.0019189415033906698,0.005230451934039593,5.2323077397886664e-05,0.0005868010921403766
3,30000,-0.01501939445734024,0.016241449862718582,0.0005674462299793959,0.002963456092402339
4,40000,-0.009702339768409729,0.006734673399478197,3.565775841707364e-05,0.0016323253512382507
5,50000,-0.008053875528275967,0.011079296469688416,0.0004640488186851144,0.002079189755022526
6,60000,-0.0027846333105117083,0.0022520525380969048,5.3354051487986e-07,0.0005134081584401429
7,70000,-0.0032432994339615107,0.0025369422510266304,-5.1809180149575695e-05,0.0005215390701778233
8,80000,-0.0056311702355742455,0.0006440943689085543,-3.842380829155445e-05,0.00038998390664346516
9,90000,-0.006586589850485325,0.003299442119896412,6.569913239218295e-06,0.0006264904513955116
10,100000,-0.0016594990156590939,0.0013025065418332815,9.214561941917054e-06,0.00019331260409671813
