epoch,step,min,max,mean,std
1,10000,-1.2167778015136719,3.536472797393799,0.025898845866322517,0.36231765151023865
2,20000,-24.185453414916992,8.291086196899414,-0.03596072643995285,2.0676562786102295
3,30000,-6.794495105743408,13.081008911132812,0.10877928882837296,2.5168159008026123
4,40000,-19.800281524658203,41.09503173828125,0.1935325562953949,6.747645854949951
5,50000,-16.922636032104492,29.00299072265625,0.3558863699436188,6.611257076263428
6,60000,-29.671648025512695,18.227750778198242,0.42774322628974915,5.0816569328308105
7,70000,-307.37237548828125,391.9871826171875,-1.6921520233154297,65.0894775390625
8,80000,-606.70703125,729.3054809570312,3.856626510620117,135.96160888671875
9,90000,-588.3575439453125,825.139404296875,24.179588317871094,179.4420623779297
10,100000,-3762.806884765625,12338.876953125,149.8474884033203,1179.736572265625
