epoch,step,min,max,mean,std
1,10000,0.1470072716474533,0.1470072716474533,0.1470072716474533,0.0
2,20000,-0.029750719666481018,-0.029750719666481018,-0.029750719666481018,0.0
3,30000,-0.1580570936203003,-0.1580570936203003,-0.1580570936203003,0.0
4,40000,0.07727780938148499,0.07727780938148499,0.07727780938148499,0.0
5,50000,-0.023527804762125015,-0.023527804762125015,-0.023527804762125015,0.0
6,60000,-0.01015855185687542,-0.01015855185687542,-0.01015855185687542,0.0
7,70000,0.034803085029125214,0.034803085029125214,0.034803085029125214,0.0
8,80000,-0.06955652683973312,-0.06955652683973312,-0.06955652683973312,0.0
9,90000,0.02491609752178192,0.02491609752178192,0.02491609752178192,0.0
10,100000,-0.022362347692251205,-0.022362347692251205,-0.022362347692251205,0.0
