epoch,step,min,max,mean,std
1,10000,-0.4206993281841278,0.05438172444701195,-0.12464410066604614,0.13071027398109436
2,20000,-0.25222402811050415,0.19146420061588287,0.01677151769399643,0.07744917273521423
3,30000,-0.07597870379686356,0.6193159818649292,0.16124022006988525,0.15449963510036469
4,40000,-0.45341956615448,0.0560932457447052,-0.08651068806648254,0.0973452553153038
5,50000,-0.19171114265918732,0.17384645342826843,0.006553455255925655,0.06613945960998535
6,60000,-0.549874484539032,0.48205631971359253,-0.026235055178403854,0.16366101801395416
7,70000,-0.8501974940299988,0.0026132832281291485,-0.16689737141132355,0.18301087617874146
8,80000,-0.004364357329905033,0.6119058132171631,0.1157689094543457,0.11781029403209686
9,90000,-0.12241820991039276,0.9288390874862671,0.11371339112520218,0.1907617598772049
10,100000,-0.5652621984481812,0.3340843617916107,-0.011722516268491745,0.14611494541168213
